20080819 00:00,1.4691,1.480555,1.46302,1.47703
20080820 00:00,1.477045,1.47852,1.46726,1.477495
20080821 00:00,1.4775,1.49081,1.474265,1.486805
20080822 00:00,1.4868,1.48945,1.47585,1.47741
20080824 00:00,1.478445,1.479115,1.47157,1.47187
20080825 00:00,1.47186,1.480825,1.469645,1.470975
20080826 00:00,1.470965,1.474295,1.457115,1.473245
20080827 00:00,1.473185,1.479255,1.466665,1.479165
20080828 00:00,1.4792,1.481125,1.46721,1.47429
20080829 00:00,1.474325,1.47677,1.464065,1.466985
20080831 00:00,1.469695,1.472295,1.461625,1.463675
20080901 00:00,1.46371,1.466695,1.45567,1.45706
20080902 00:00,1.45705,1.459825,1.446655,1.44933
20080903 00:00,1.44927,1.452825,1.43857,1.45095
20080904 00:00,1.451025,1.45443,1.42133,1.4279
20080905 00:00,1.42787,1.434775,1.419635,1.42345
20080907 00:00,1.433285,1.442875,1.431125,1.44075
20080908 00:00,1.440785,1.442525,1.404695,1.408735
20080909 00:00,1.40877,1.422625,1.40587,1.41341
20080910 00:00,1.4134,1.41786,1.393305,1.395175
20080911 00:00,1.39521,1.40408,1.38823,1.399955
20080912 00:00,1.399905,1.42231,1.39858,1.42163
20080914 00:00,1.43452,1.44813,1.42879,1.44393
20080915 00:00,1.443965,1.44486,1.408495,1.41896
20080916 00:00,1.418985,1.428245,1.407295,1.415945
20080917 00:00,1.41597,1.43944,1.40985,1.435855
20080918 00:00,1.43578,1.454115,1.41919,1.42116
20080919 00:00,1.421165,1.44932,1.415095,1.447395
20080921 00:00,1.44904,1.45631,1.443725,1.453385
20080922 00:00,1.453405,1.48664,1.446485,1.47768
20080923 00:00,1.477685,1.481305,1.462265,1.468005
20080924 00:00,1.468055,1.47464,1.460395,1.47079
20080925 00:00,1.47075,1.476795,1.45606,1.467495
20080926 00:00,1.46752,1.467815,1.45548,1.461185
20080928 00:00,1.455405,1.456355,1.44837,1.45021
20080929 00:00,1.45015,1.45749,1.43026,1.43568
20080930 00:00,1.435695,1.442605,1.400935,1.41284
20081001 00:00,1.412855,1.41741,1.393175,1.397735
20081002 00:00,1.397735,1.399065,1.37472,1.384555
20081003 00:00,1.38452,1.390825,1.370295,1.38044
20081005 00:00,1.367145,1.37073,1.360955,1.36347
20081006 00:00,1.363485,1.36462,1.344365,1.358715
20081007 00:00,1.358665,1.374345,1.351515,1.3598
20081008 00:00,1.35979,1.37549,1.354565,1.367835
